Stop Name,Depoh,Route Number,Direction
SL475 KG BARU SG TUA (BARAT),Batu Caves,173,B-A
SL68 KG BARU SG TUA (TIMUR),Batu Caves,173,B-A
SL69 RUMAH NO 8970,Batu Caves,173,B-A
SL70 RUMPUN NAKHODA RESIDENCE,Batu Caves,173,B-A
SL71 LORONG NAKHODA 25,Batu Caves,173,B-A
SL57 SRA SG TUA (OPP),Batu Caves,173,B-A
SL58 KG SG TUA BARU,Batu Caves,173,B-A
SL472 TAMAN SELAYANG MUTIARA,Batu Caves,173,B-A
SL60 KG BENDAHARA,Batu Caves,173,B-A
SL61 BDR BARU SELAYANG FASA 2A,Batu Caves,173,B-A
SL473 HAB TAMAN JASA UTAMA,Batu Caves,173,B-A
KL1013 TAMAN DATO SENU,Batu Caves,180,A-B
KL1005 PADANG DATO SENU,Batu Caves,180,A-B
KL1007 KOMERSIAL DATO SENU,Batu Caves,180,A-B
KL1013 TAMAN DATO SENU,Batu Caves,180,A-B
KL1014 PERUMAHAN SENTUL IMPIAN,Batu Caves,180,A-B
KL2063 SPG DATO SENU,Batu Caves,180,A-B
KL643 MASJID AL-HIDAYAH SENTUL,Batu Caves,180,A-B
KL644 PANGSAPURI SENTUL UTARA,Batu Caves,180,A-B
KL645 SENTUL BOULEVARD (UTARA),Batu Caves,180,A-B
KL647 FENNEL SENTUL,Batu Caves,180,A-B
KL2065 CAPERS SENTUL,Batu Caves,180,A-B
D6 SENTUL,Batu Caves,180,A-B
KL665 SJKC SENTUL KL,Batu Caves,180,A-B
KL665 SJKT SENTUL,Batu Caves,180,A-B
KL666 PERUMAHAN AWAM SERI TERENGGANU,Batu Caves,180,A-B
KL2249 PERKIM,Batu Caves,180,A-B
KL50 DAMAI HOSPITAL,Batu Caves,180,A-B
(M) KL52 MONORAIL CHOWKIT,Batu Caves,180,A-B
KL69 PASAR CHOW KIT,Batu Caves,180,A-B
KL70 SRI AMAR,Batu Caves,180,A-B
KL71 KOMERSIAL TAR,Batu Caves,180,A-B
KL36 KOMPLEKS PERTAMA,Batu Caves,180,A-B
KL37 GLOBE KL,Batu Caves,180,A-B
KL38 COLISEUM,Batu Caves,180,A-B
KL106 MENARA UAB/CIMB,Batu Caves,180,A-B
KL107 LRT MASJID JAMEK,Batu Caves,180,A-B
KL108 KOTA RAYA,Batu Caves,180,A-B
(M) PASAR SENI (PLATFORM A7 - A8),Batu Caves,180,A-B
(M) PASAR SENI (PLATFORM A7 - A8),Batu Caves,180,B-A
KL105 LRT MASJID JAMEK,Batu Caves,180,B-A
KL1820 DATARAN MERDEKA,Batu Caves,180,B-A
KL39 MENARA DBKL,Batu Caves,180,B-A
KL40 MEDAN MARA,Batu Caves,180,B-A
SKPK LELAKI JLN BATU,Batu Caves,180,B-A
KL42 EDC HOTEL,Batu Caves,180,B-A
KL46 CHOWKIT/KFC (BARAT),Batu Caves,180,B-A
KL47 DAMAI HOSPITAL (OPP),Batu Caves,180,B-A
KL47 PICOMS,Batu Caves,180,B-A
KL49 PERKIM/PUSRAWI,Batu Caves,180,B-A
KL610 IPD SENTUL,Batu Caves,180,B-A
KL2050 FLAT SRI TERENGGANU,Batu Caves,180,B-A
KL2051 WISMA HEALTH LANE,Batu Caves,180,B-A
KL2052 SMK LA SALLE,Batu Caves,180,B-A
KL613 SENTUL BOULEVARD (BARAT),Batu Caves,180,B-A
KL615 SMK CONVENT SENTUL,Batu Caves,180,B-A
KL616 PASAR SENTUL,Batu Caves,180,B-A
KL617 SK SENTUL 2,Batu Caves,180,B-A
KL2053 BHP SENTUL (OPP),Batu Caves,180,B-A
KL996 PERUMAHAN SENTUL IMPIAN,Batu Caves,180,B-A
KL1005 PADANG DATO SENU,Batu Caves,180,B-A
KL1007 KOMERSIAL DATO SENU,Batu Caves,180,B-A
KL1013 TAMAN DATO SENU,Batu Caves,180,B-A
KL1681 HAB DESA SRI HARTAMAS,Batu Caves,190,A-B
KL1484 LANAI KIARA (OPP),Batu Caves,190,A-B
KL1683 GARDEN INTERNATIONAL SCHOOL,Batu Caves,190,A-B
KL1711 CASA KIARA,Batu Caves,190,A-B
TRINITY PENTAMONT,Batu Caves,190,A-B
KL1590 IMPIAN VILLAS,Batu Caves,190,A-B
KL542 KG SEGAMBUT DALAM (SELATAN),Batu Caves,190,A-B
KL1712 KG SEGAMBUT DALAM,Batu Caves,190,A-B
KL1587 MASJID AL-UBUDIAH,Batu Caves,190,A-B
KL544 KLINIK KESIHATAN SEGAMBUT,Batu Caves,190,A-B
KL545 SURAU IKHWANIAH (OPP),Batu Caves,190,A-B
KL521 KG SEGAMBUT BAHAGIA (BARAT),Batu Caves,190,A-B
KTM KOMUTER SEGAMBUT,Batu Caves,190,A-B
KL524 SMK SEGAMBUT,Batu Caves,190,A-B
KL533 SJKC KHAI CHEE,Batu Caves,190,A-B
KL534 TAN CHONG MOTOR,Batu Caves,190,A-B
KL914 TAMAN SEGAMBUT (BARAT),Batu Caves,190,A-B
KL535 MENARA TKSS (OPP),Batu Caves,190,A-B
KL941 TAMAN SEGAMBUT (TIMUR),Batu Caves,190,A-B
KL605 TAMAN MILLION,Batu Caves,190,A-B
(M) KL606 RIVERWALK VILLAGE,Batu Caves,190,A-B
KL607 SENTUL WEST,Batu Caves,190,A-B
KL608 HOTEL TROPICANA,Batu Caves,190,A-B
KL609 SMK SENTUL UTAMA,Batu Caves,190,A-B
KL2249 PERKIM,Batu Caves,190,A-B
KL50 DAMAI HOSPITAL,Batu Caves,190,A-B
(M) KL52 MONORAIL CHOWKIT,Batu Caves,190,A-B
KL69 PASAR CHOW KIT,Batu Caves,190,A-B
KL70 SRI AMAR,Batu Caves,190,A-B
KL71 KOMERSIAL TAR,Batu Caves,190,A-B
KL37 GLOBE KL,Batu Caves,190,A-B
KL38 COLISEUM,Batu Caves,190,A-B
KL114 DATARAN MERDEKA,Batu Caves,190,A-B
KL1934 MUZIUM TEKSTIL NEGARA,Batu Caves,190,A-B
KL103 MAYBANK,Batu Caves,190,A-B
KL103 MAYBANK,Batu Caves,190,B-A
(M) KL104 LIN HO,Batu Caves,190,B-A
KL105 LRT MASJID JAMEK,Batu Caves,190,B-A
KL39 MENARA DBKL,Batu Caves,190,B-A
KL40 MEDAN MARA,Batu Caves,190,B-A
SKPK LELAKI JLN BATU,Batu Caves,190,B-A
KL41 LRT SULTAN ISMAIL/WISMA SIME DARBY,Batu Caves,190,B-A
KL42 EDC HOTEL,Batu Caves,190,B-A
KL46 CHOWKIT/KFC (BARAT),Batu Caves,190,B-A
KL47 DAMAI HOSPITAL (OPP),Batu Caves,190,B-A
KL47 PICOMS,Batu Caves,190,B-A
KL49 PERKIM/PUSRAWI,Batu Caves,190,B-A
KL578 TAMAN GOLDEN,Batu Caves,190,B-A
KL579 SK SRI DHANDAYUTHAPANI,Batu Caves,190,B-A
(M) KL1580 PETRON SENTUL WEST,Batu Caves,190,B-A
KL580 RIVERCITY 3RD MILE,Batu Caves,190,B-A
KL536 MENARA TKSS,Batu Caves,190,B-A
KL537 TAMAN SEGAMBUT (BARAT),Batu Caves,190,B-A
KL539 TEMPLE SEGAMBUT,Batu Caves,190,B-A
KL540 SJKC KHAI CHEE (OPP),Batu Caves,190,B-A
KL541 SMK SEGAMBUT (OPP),Batu Caves,190,B-A
KTM KOMUTER SEGAMBUT,Batu Caves,190,B-A
KL1581 KG SEGAMBUT BAHAGIA (BARAT),Batu Caves,190,B-A
KL1583 SURAU IKHWANIAH,Batu Caves,190,B-A
KL1584 KLINIK KESIHATAN SEGAMBUT (OPP),Batu Caves,190,B-A
KL1586 MASJID AL-UBUDIAH (OPP),Batu Caves,190,B-A
KL1588 KG SEGAMBUT DALAM (SELATAN),Batu Caves,190,B-A
KL1589 IMPIAN VILLAS (OPP),Batu Caves,190,B-A
RESIDENSI SEFINA,Batu Caves,190,B-A
KL1674 KIARA 1888,Batu Caves,190,B-A
KL1482 GARDEN INTERNATIONAL SCHOOL,Batu Caves,190,B-A
KL1483 FLORA MURNI RESIDENCE,Batu Caves,190,B-A
KL2338 PLAZA CRYSTELVILLE,Batu Caves,190,B-A
KL1485 PLAZA PRISMA VILLE,Batu Caves,190,B-A
KL1681 HAB DESA SRI HARTAMAS,Batu Caves,190,B-A
KL1044 TERMINAL SRI SEGAMBUT,Batu Caves,191,A-B
KL1046 KOMERSIAL SRI SEGAMBUT/BHP (OPP),Batu Caves,191,A-B
KL1732 TAMAN SRI SEGAMBUT,Batu Caves,191,A-B
KL1047 KOMERSIAL PUSAT KEPONG (BARAT),Batu Caves,191,A-B
KL1873 TAMAN SRI SEGAMBUT (TIMUR),Batu Caves,191,A-B
KL1875 KUIL SPG PINTASAN SEGAMBUT,Batu Caves,191,A-B
KL1489 RUMAH PANJANG (BARAT),Batu Caves,191,A-B
KL1490 RUMAH PANJANG (TIMUR),Batu Caves,191,A-B
KL218 PADANG PERMAINAN,Batu Caves,191,A-B
KL1660 PADANG BOLA SEGAMBUT,Batu Caves,191,A-B
KL1049 KOMERSIAL TAMAN BATU,Batu Caves,191,A-B
KL199 KG SRI DELIMA,Batu Caves,191,A-B
KL1855 SPG JLN JAMBU GOLOK,Batu Caves,191,A-B
KL1856 LOT KEDAI KOK DOH (OPP),Batu Caves,191,A-B
KL1491 PEKAN KOK DOH,Batu Caves,191,A-B
KL1857 MADRASAH MANBAUL ULOOM,Batu Caves,191,A-B
KL1859 BENGKEL SERVIS,Batu Caves,191,A-B
KL1860 PEKAN KOK DOH,Batu Caves,191,A-B
KL531 MASJID AL FIRDAUS (OPP),Batu Caves,191,A-B
KL1861 SK SEGAMBUT (OPP),Batu Caves,191,A-B
KL533 SJKC KHAI CHEE,Batu Caves,191,A-B
KL534 TAN CHONG MOTOR,Batu Caves,191,A-B
KL914 TAMAN SEGAMBUT (BARAT),Batu Caves,191,A-B
KL535 MENARA TKSS (OPP),Batu Caves,191,A-B
KL941 TAMAN SEGAMBUT (TIMUR),Batu Caves,191,A-B
KL605 TAMAN MILLION,Batu Caves,191,A-B
(M) KL606 RIVERWALK VILLAGE,Batu Caves,191,A-B
KL607 SENTUL WEST,Batu Caves,191,A-B
KL608 HOTEL TROPICANA,Batu Caves,191,A-B
KL609 SMK SENTUL UTAMA,Batu Caves,191,A-B
KL2249 PERKIM,Batu Caves,191,A-B
KL50 DAMAI HOSPITAL,Batu Caves,191,A-B
(M) KL52 MONORAIL CHOWKIT,Batu Caves,191,A-B
(M) KL67 CHOWKIT (SELATAN),Batu Caves,191,B-A
KL47 DAMAI HOSPITAL (OPP),Batu Caves,191,B-A
KL47 PICOMS,Batu Caves,191,B-A
KL49 PERKIM/PUSRAWI,Batu Caves,191,B-A
KL578 TAMAN GOLDEN,Batu Caves,191,B-A
KL579 SK SRI DHANDAYUTHAPANI,Batu Caves,191,B-A
(M) KL1580 PETRON SENTUL WEST,Batu Caves,191,B-A
KL580 RIVERCITY 3RD MILE,Batu Caves,191,B-A
KL536 MENARA TKSS,Batu Caves,191,B-A
KL537 TAMAN SEGAMBUT (BARAT),Batu Caves,191,B-A
KL539 TEMPLE SEGAMBUT,Batu Caves,191,B-A
KL540 SJKC KHAI CHEE (OPP),Batu Caves,191,B-A
KL1862 SK SEGAMBUT,Batu Caves,191,B-A
KL532 MASJID AL FIRDAUS,Batu Caves,191,B-A
KL1863 CAR HORSE MOTORS,Batu Caves,191,B-A
KL1864 BENGKEL SERVIS (OPP),Batu Caves,191,B-A
KL1866 MADRASAH MANBAUL ULOOM (OPP),Batu Caves,191,B-A
KL1037 KG PASIR SEGAMBUT,Batu Caves,191,B-A
KL1867 LOT KEDAI KOK DOH,Batu Caves,191,B-A
KL1869 TAMAN LAWA,Batu Caves,191,B-A
KL1871 TAMAN LAWA (BARAT),Batu Caves,191,B-A
KL1038 RUMAH PANJANG (TIMUR),Batu Caves,191,B-A
KL1039 RUMAH PANJANG (BARAT),Batu Caves,191,B-A
KL1872 KUIL SPG PINTASAN SEGAMBUT (OPP),Batu Caves,191,B-A
KL802 TEMPLE MARIAMMAN (OPP),Batu Caves,191,B-A
KL1876 TAMAN PUSAT KEPONG,Batu Caves,191,B-A
KL1040 KOMERSIAL PUSAT KEPONG (OPP),Batu Caves,191,B-A
KL1041 KOMERSIAL SRI SEGAMBUT/BHP,Batu Caves,191,B-A
KL1042 TAMAN SRI SEGAMBUT (SELATAN),Batu Caves,191,B-A
KL1043 MASJID AL-QURTUBI,Batu Caves,191,B-A
KL1044 TERMINAL SRI SEGAMBUT,Batu Caves,191,B-A
SL163 KOLEJ VOKASIONAL GOMBAK,Batu Caves,200,A-B
SL164 KUARTERS GURU BATU 8,Batu Caves,200,A-B
SL165 SBP INTEGRASI GOMBAK,Batu Caves,200,A-B
SL166 KG SG CHINCIN (TIMUR),Batu Caves,200,A-B
SL167 MASJID SG CHINCHIN (OPP),Batu Caves,200,A-B
SL168 KG SG CHINCHIN,Batu Caves,200,A-B
SL169 KG SG CHINCHIN (UTARA),Batu Caves,200,A-B
SL500 KG GOMBAK UTARA,Batu Caves,200,A-B
SL170 SK GOMBAK UTARA,Batu Caves,200,A-B
SL171 SK SG PUSU,Batu Caves,200,A-B
SL172 AYUMAN SUITES,Batu Caves,200,A-B
SL109 DEWAN DATIN ZALEHA (OPP),Batu Caves,200,A-B
SL490 KG TENGAH GOMBAK,Batu Caves,200,A-B
SL110 PANGSAPURI SRI HARMONIS,Batu Caves,200,A-B
SL111 KG TGH GOMBAK (SELATAN),Batu Caves,200,A-B
SL112 MASJID BATU 6 (OPP),Batu Caves,200,A-B
SL173 GOMBAK SETIA,Batu Caves,200,A-B
SL174 BALAI POLIS GOMBAK,Batu Caves,200,A-B
SL175 JABATAN VETERINAR,Batu Caves,200,A-B
(M) KL904 BATU 5 GOMBAK,Batu Caves,200,A-B
KL905 PEJABAT POS GOMBAK,Batu Caves,200,A-B
KL906 SRA ZAID HARITHAH,Batu Caves,200,A-B
KL907 RESIDENSI INSPIRIA (OPP),Batu Caves,200,A-B
KL908 JU XIAN MIOW,Batu Caves,200,A-B
KL909 BATU 4 GOMBAK,Batu Caves,200,A-B
KL910 KL TRADERS SQUARE,Batu Caves,200,A-B
KL911 MASJID ABI WAQQAS (OPP),Batu Caves,200,A-B
KL912 SMJK CHONG HWA,Batu Caves,200,A-B
KL1631 KG PUAH,Batu Caves,200,A-B
KL913 DIAMOND SQUARE,Batu Caves,200,A-B
KL691 GUAN YING TING (OPP),Batu Caves,200,A-B
KL692 SRJKC CHONG HWA (OPP),Batu Caves,200,A-B
KL693 TITIWANGSA (BARAT),Batu Caves,200,A-B
KL694 SJKC CHIAO NAN (OPP),Batu Caves,200,A-B
KL55 HKL (BARAT),Batu Caves,200,A-B
KL56 HKL (SELATAN),Batu Caves,200,A-B
KL69 PASAR CHOW KIT,Batu Caves,200,A-B
KL70 SRI AMAR,Batu Caves,200,A-B
KL71 KOMERSIAL TAR,Batu Caves,200,A-B
KL35 MAJU JUNCTION,Batu Caves,200,A-B
KL36 KOMPLEKS PERTAMA,Batu Caves,200,A-B
(M) KL1940 SOGO KL,Batu Caves,200,B-A
KL40 MEDAN MARA,Batu Caves,200,B-A
KL41 LRT SULTAN ISMAIL/WISMA SIME DARBY,Batu Caves,200,B-A
KL42 EDC HOTEL,Batu Caves,200,B-A
KL46 CHOWKIT/KFC (BARAT),Batu Caves,200,B-A
(M) KL52 MONORAIL CHOWKIT,Batu Caves,200,B-A
KL53 GRAND SEASONS HOTEL,Batu Caves,200,B-A
KL54 HKL (OPP),Batu Caves,200,B-A
KL668 HOSPITAL TAWAKAL,Batu Caves,200,B-A
KL669 SJKC CHIAO NAN,Batu Caves,200,B-A
(M) KL670 TITIWANGSA (BARAT),Batu Caves,200,B-A
KL672 WISMA LOTUS,Batu Caves,200,B-A
KL673 GUAN YING TING,Batu Caves,200,B-A
KL894 DIAMOND SQUARE (OPP),Batu Caves,200,B-A
KL895 KG PUAH,Batu Caves,200,B-A
KL896 SMJK CHONG HWA (OPP),Batu Caves,200,B-A
KL897 MASJID SAAD ABI WAQQAS,Batu Caves,200,B-A
KL898 KL TRADERS SQUARE (OPP),Batu Caves,200,B-A
KL899 BATU 4 GOMBAK,Batu Caves,200,B-A
KL900 RESIDENSI INSPIRIA,Batu Caves,200,B-A
KL901 MASJID ZAID HARITHAH,Batu Caves,200,B-A
(M) KL902 PETRONAS JALAN GOMBAK,Batu Caves,200,B-A
KL903 BATU 5 GOMBAK,Batu Caves,200,B-A
SL101 SK 1 & 2 GOMBAK,Batu Caves,200,B-A
SL102 MASJID AS SYAKIRIN,Batu Caves,200,B-A
SL317 GOMBAK SETIA,Batu Caves,200,B-A
SL318 GOMBAK SETIA,Batu Caves,200,B-A
SL103 KG TENGAH GOMBAK,Batu Caves,200,B-A
SL104 TAMAN BUKIT LELA,Batu Caves,200,B-A
SL105 DEWAN DATIN ZALEHA,Batu Caves,200,B-A
SL510 AYUMAN SUITES (OPP),Batu Caves,200,B-A
SL106 SK SG PUSU (OPP),Batu Caves,200,B-A
SL107 SK GOMBAK UTARA (OPP),Batu Caves,200,B-A
SL498 KG SG PUSU (UTARA),Batu Caves,200,B-A
SL499 KG SG CHINCIN (SELATAN),Batu Caves,200,B-A
SL108 KG SG CHINCHIN,Batu Caves,200,B-A
SL113 MASJID SG CHINCHIN,Batu Caves,200,B-A
SL114 KG SG CHINCIN (TIMUR),Batu Caves,200,B-A
SBP INTEGRASI GOMBAK (OPP),Batu Caves,200,B-A
SL146 SK INTEGRASI GOMBAK,Batu Caves,200,B-A
SL147 KUARTERS INSTITUT PENDIDIKAN,Batu Caves,200,B-A
SL148 INTERNATIONAL ISLAMIC SCHOOL,Batu Caves,200,B-A
SL152 UIAM (TIMUR),Batu Caves,200,B-A
(M) SL153 KENMS,Batu Caves,200,B-A
SL154 MAHALLAH SAFIYYAH,Batu Caves,200,B-A
SL155 UIAM (SELATAN),Batu Caves,200,B-A
SL156 KAED UIAM,Batu Caves,200,B-A
SL157 KULIYAH ENGINEERING UIAM,Batu Caves,200,B-A
SL159 UIAM (UTARA),Batu Caves,200,B-A
SL160 IRKHS,Batu Caves,200,B-A
SL161 PERPUSTAKAAN UIAM,Batu Caves,200,B-A
SL162 HUB UIA,Batu Caves,200,B-A
SL163 KOLEJ VOKASIONAL GOMBAK,Batu Caves,200,B-A
SL124 HOSPITAL ORANG ASLI (OPP),Batu Caves,201,A-B
SL120 SKEM BUSINESS CENTRE,Batu Caves,201,A-B
SL126 KG BATU 11 GOMBAK,Batu Caves,201,A-B
SL127 KG BATU 11,Batu Caves,201,A-B
SL129 HENTIAN BATU 11,Batu Caves,201,A-B
SL132 DESA MAKMUR,Batu Caves,201,A-B
SL134 KG SUNGAI SALAK,Batu Caves,201,A-B
SL136 TAMAN PERMAI JAYA (UTARA),Batu Caves,201,A-B
SL137 TAMAN PERMAI JAYA (SELATAN),Batu Caves,201,A-B
SL139 TAMAN RAWIYAH SULAIMAN JAYA,Batu Caves,201,A-B
SL142 MASJID ZAKARIA (OPP),Batu Caves,201,A-B
SL496 BATU 8 GOMBAK UTARA,Batu Caves,201,A-B
SL144 LEMBAH PINGGIRAN SG CHINCIN,Batu Caves,201,A-B
SL145 SPG JLN SG PUSU,Batu Caves,201,A-B
SL166 KG SG CHINCIN (TIMUR),Batu Caves,201,A-B
SL167 MASJID SG CHINCHIN (OPP),Batu Caves,201,A-B
SL168 KG SG CHINCHIN,Batu Caves,201,A-B
SL169 KG SG CHINCHIN (UTARA),Batu Caves,201,A-B
SL500 KG GOMBAK UTARA,Batu Caves,201,A-B
SL170 SK GOMBAK UTARA,Batu Caves,201,A-B
SL171 SK SG PUSU,Batu Caves,201,A-B
SL172 AYUMAN SUITES,Batu Caves,201,A-B
SL109 DEWAN DATIN ZALEHA (OPP),Batu Caves,201,A-B
SL490 KG TENGAH GOMBAK,Batu Caves,201,A-B
SL110 PANGSAPURI SRI HARMONIS,Batu Caves,201,A-B
SL111 KG TGH GOMBAK (SELATAN),Batu Caves,201,A-B
SL112 MASJID BATU 6 (OPP),Batu Caves,201,A-B
SL173 GOMBAK SETIA,Batu Caves,201,A-B
SL174 BALAI POLIS GOMBAK,Batu Caves,201,A-B
SL175 JABATAN VETERINAR,Batu Caves,201,A-B
(M) KL904 BATU 5 GOMBAK,Batu Caves,201,A-B
KL905 PEJABAT POS GOMBAK,Batu Caves,201,A-B
KL906 SRA ZAID HARITHAH,Batu Caves,201,A-B
KL907 RESIDENSI INSPIRIA (OPP),Batu Caves,201,A-B
KL908 JU XIAN MIOW,Batu Caves,201,A-B
KL909 BATU 4 GOMBAK,Batu Caves,201,A-B
KL2119 KG PADANG BALANG,Batu Caves,201,A-B
KL987 KG PADANG BALANG,Batu Caves,201,A-B
KL988 KG CHUBADAK HULU (UTARA),Batu Caves,201,A-B
KL989 KG CHUBADAK HULU (SELATAN),Batu Caves,201,A-B
KL991 KG CHUBADAK TAMBAHAN,Batu Caves,201,A-B
KL642 SJKC PENG MING,Batu Caves,201,A-B
KL2063 SPG DATO SENU,Batu Caves,201,A-B
KL643 MASJID AL-HIDAYAH SENTUL,Batu Caves,201,A-B
KL644 PANGSAPURI SENTUL UTARA,Batu Caves,201,A-B
PASAR SENTUL (OPP),Batu Caves,201,A-B
KL2064 SMK CONVENT SENTUL (OPP),Batu Caves,201,A-B
KL645 SENTUL BOULEVARD (UTARA),Batu Caves,201,A-B
KL647 FENNEL SENTUL,Batu Caves,201,A-B
KL2065 CAPERS SENTUL,Batu Caves,201,A-B
D6 SENTUL,Batu Caves,201,A-B
KL665 SJKC SENTUL KL,Batu Caves,201,A-B
KL666 PERUMAHAN AWAM SERI TERENGGANU,Batu Caves,201,A-B
(M) KL667 MRT TITIWANGSA,Batu Caves,201,B-A
KL668 HOSPITAL TAWAKAL,Batu Caves,201,B-A
KL2500 MASJID AMRU SENTUL,Batu Caves,201,B-A
KL652 MAKPEM,Batu Caves,201,B-A
KL2051 WISMA HEALTH LANE,Batu Caves,201,B-A
KL2052 SMK LA SALLE,Batu Caves,201,B-A
D7 SENTUL,Batu Caves,201,B-A
KL613 SENTUL BOULEVARD (BARAT),Batu Caves,201,B-A
KL615 SMK CONVENT SENTUL,Batu Caves,201,B-A
KL616 PASAR SENTUL,Batu Caves,201,B-A
KL617 SK SENTUL 2,Batu Caves,201,B-A
KL2053 BHP SENTUL (OPP),Batu Caves,201,B-A
KL1500 SJKC SENTUL PENG MING (OPP),Batu Caves,201,B-A
KL992 KG CHUBADAK TAMBAHAN,Batu Caves,201,B-A
KL993 KG CHUBADAK HULU,Batu Caves,201,B-A
KL994 KG CHUBADAK HULU (UTARA),Batu Caves,201,B-A
KL995 KG PADANG BALANG,Batu Caves,201,B-A
KL899 BATU 4 GOMBAK,Batu Caves,201,B-A
KL900 RESIDENSI INSPIRIA,Batu Caves,201,B-A
KL901 MASJID ZAID HARITHAH,Batu Caves,201,B-A
(M) KL902 PETRONAS JALAN GOMBAK,Batu Caves,201,B-A
KL903 BATU 5 GOMBAK,Batu Caves,201,B-A
SL101 SK 1 & 2 GOMBAK,Batu Caves,201,B-A
SL102 MASJID AS SYAKIRIN,Batu Caves,201,B-A
SL317 GOMBAK SETIA,Batu Caves,201,B-A
SL318 GOMBAK SETIA,Batu Caves,201,B-A
SL103 KG TENGAH GOMBAK,Batu Caves,201,B-A
SL104 TAMAN BUKIT LELA,Batu Caves,201,B-A
SL105 DEWAN DATIN ZALEHA,Batu Caves,201,B-A
SL510 AYUMAN SUITES (OPP),Batu Caves,201,B-A
SL106 SK SG PUSU (OPP),Batu Caves,201,B-A
SL107 SK GOMBAK UTARA (OPP),Batu Caves,201,B-A
SL498 KG SG PUSU (UTARA),Batu Caves,201,B-A
SL499 KG SG CHINCIN (SELATAN),Batu Caves,201,B-A
SL108 KG SG CHINCHIN,Batu Caves,201,B-A
SL113 MASJID SG CHINCHIN,Batu Caves,201,B-A
SL114 KG SG CHINCIN (TIMUR),Batu Caves,201,B-A
SL115 BATU 8 GOMBAK,Batu Caves,201,B-A
SL116 LEMBAH PINGGIRAN SG CHINCIN,Batu Caves,201,B-A
SL497 BATU 8 GOMBAK UTARA,Batu Caves,201,B-A
SL143 MASJID ZAKARIA GOMBAK,Batu Caves,201,B-A
SL117 TAMAN RAWIYAH SULAIMAN JAYA,Batu Caves,201,B-A
SL138 TAMAN PERMAI JAYA (S),Batu Caves,201,B-A
SL118 KG SG SALAK BT 10,Batu Caves,201,B-A
SL135 KG SUNGAI SALAK,Batu Caves,201,B-A
SL119 DESA MAKMUR,Batu Caves,201,B-A
SL130 HENTIAN BATU 11,Batu Caves,201,B-A
SL495 KG BATU 11,Batu Caves,201,B-A
SL121 SKEM BUSINESS CENTRE (OPP),Batu Caves,201,B-A
SL122 HOSPITAL ORANG ASLI,Batu Caves,201,B-A
SL294 HAB WIRA DAMAI,Batu Caves,202,A-B
SL182 PANGSAPURI KENANGA,Batu Caves,202,A-B
SL183 PANGSAPURI CEMPAKA,Batu Caves,202,A-B
SL184 KG MELAYU WIRA DAMAI,Batu Caves,202,A-B
SL309 PANGSAPURI SAUJANA GOMBAK,Batu Caves,202,A-B
SL192 FLAT TAMAN PINGGIRAN,Batu Caves,202,A-B
SL193 TAMAN SRI GOMBAK FASA 10,Batu Caves,202,A-B
SL194 PERUMAHAN SRI GOMBAK FASA 9,Batu Caves,202,A-B
SL195 TAMAN TASIK SRI GOMBAK,Batu Caves,202,A-B
SL196 PERUMAHAN TAMAN SRI GOMBAK (TIMUR),Batu Caves,202,A-B
SL197 TASIK SRI GOMBAK FASA 8,Batu Caves,202,A-B
SL504 MASJID SRI GOMBAK,Batu Caves,202,A-B
SL198 TAMAN SRI GOMBAK,Batu Caves,202,A-B
SL246 KOMERSIAL SRI GOMBAK,Batu Caves,202,A-B
SL247 TAMAN SRI GOMBAK FASA 3,Batu Caves,202,A-B
SL237 SMK HILLCREST,Batu Caves,202,A-B
SL238 KOMERSIAL SERI GOMBAK FASA 5,Batu Caves,202,A-B
SL239 BALAIRAYA SERI GOMBAK,Batu Caves,202,A-B
SL248 PETRONAS SRI GOMBAK,Batu Caves,202,A-B
(M) SL249 URBAN 360,Batu Caves,202,A-B
SL207 DEWAN BERINGIN GOMBAK (OPP),Batu Caves,202,A-B
SL212 HAB BAS GREENWOOD (OPP),Batu Caves,202,A-B
SL213 JEJANTAS SPG 3,Batu Caves,202,A-B
SL109 DEWAN DATIN ZALEHA (OPP),Batu Caves,202,A-B
SL110 PANGSAPURI SRI HARMONIS,Batu Caves,202,A-B
SL111 KG TGH GOMBAK (SELATAN),Batu Caves,202,A-B
SL112 MASJID BATU 6 (OPP),Batu Caves,202,A-B
SL174 BALAI POLIS GOMBAK,Batu Caves,202,A-B
SL175 JABATAN VETERINAR,Batu Caves,202,A-B
(M) KL904 BATU 5 GOMBAK,Batu Caves,202,A-B
KL905 PEJABAT POS GOMBAK,Batu Caves,202,A-B
KL906 SRA ZAID HARITHAH,Batu Caves,202,A-B
KL907 RESIDENSI INSPIRIA (OPP),Batu Caves,202,A-B
KL908 JU XIAN MIOW,Batu Caves,202,A-B
KL909 BATU 4 GOMBAK,Batu Caves,202,A-B
KL910 KL TRADERS SQUARE,Batu Caves,202,A-B
KL911 MASJID ABI WAQQAS (OPP),Batu Caves,202,A-B
KL912 SMJK CHONG HWA,Batu Caves,202,A-B
KL1631 KG PUAH,Batu Caves,202,A-B
KL913 DIAMOND SQUARE,Batu Caves,202,A-B
KL691 GUAN YING TING (OPP),Batu Caves,202,A-B
KL692 SRJKC CHONG HWA (OPP),Batu Caves,202,A-B
KL693 TITIWANGSA (BARAT),Batu Caves,202,A-B
KL694 SJKC CHIAO NAN (OPP),Batu Caves,202,A-B
KL55 HKL (BARAT),Batu Caves,202,A-B
